,task,submission,n_rows,path,fold
283,03077,050253092,14,/Dataset/group22/processed/more_cpp_2/results/p03077_s050253092.opcstats,test
284,03737,036492687,19,/Dataset/group22/processed/more_cpp_2/results/p03737_s036492687.opcstats,eval
285,04037,043367638,38,/Dataset/group22/processed/more_cpp_2/results/p04037_s043367638.opcstats,train
286,03705,018561550,20,/Dataset/group22/processed/more_cpp_2/results/p03705_s018561550.opcstats,train
287,02276,035087678,15,/Dataset/group22/processed/more_cpp_2/results/p02276_s035087678.opcstats,test
288,00754,025701801,40,/Dataset/group22/processed/more_cpp_2/results/p00754_s025701801.opcstats,train
289,02622,019225009,28,/Dataset/group22/processed/more_cpp_2/results/p02622_s019225009.opcstats,eval
290,02718,048054347,31,/Dataset/group22/processed/more_cpp_2/results/p02718_s048054347.opcstats,train
291,02873,027499437,17,/Dataset/group22/processed/more_cpp_2/results/p02873_s027499437.opcstats,train
292,02711,005695872,12,/Dataset/group22/processed/more_cpp_2/results/p02711_s005695872.opcstats,train
293,03448,003100391,63,/Dataset/group22/processed/more_cpp_2/results/p03448_s003100391.opcstats,eval
294,03631,006566956,20,/Dataset/group22/processed/more_cpp_2/results/p03631_s006566956.opcstats,train
295,02676,001537492,16,/Dataset/group22/processed/more_cpp_2/results/p02676_s001537492.opcstats,eval
296,02802,059867785,54,/Dataset/group22/processed/more_cpp_2/results/p02802_s059867785.opcstats,train
297,02952,043544952,23,/Dataset/group22/processed/more_cpp_2/results/p02952_s043544952.opcstats,train
298,02958,043219628,14,/Dataset/group22/processed/more_cpp_2/results/p02958_s043219628.opcstats,eval
299,04032,040175756,25,/Dataset/group22/processed/more_cpp_2/results/p04032_s040175756.opcstats,train
300,03804,032210367,21,/Dataset/group22/processed/more_cpp_2/results/p03804_s032210367.opcstats,test
301,03938,033247576,32,/Dataset/group22/processed/more_cpp_2/results/p03938_s033247576.opcstats,eval
302,03593,055072721,36,/Dataset/group22/processed/more_cpp_2/results/p03593_s055072721.opcstats,eval
303,03862,070535295,13,/Dataset/group22/processed/more_cpp_2/results/p03862_s070535295.opcstats,test
304,03439,049111636,12,/Dataset/group22/processed/more_cpp_2/results/p03439_s049111636.opcstats,train
305,03801,041751894,58,/Dataset/group22/processed/more_cpp_2/results/p03801_s041751894.opcstats,train
306,02899,030501852,12,/Dataset/group22/processed/more_cpp_2/results/p02899_s030501852.opcstats,train
307,03959,039247289,25,/Dataset/group22/processed/more_cpp_2/results/p03959_s039247289.opcstats,train
308,03017,057865774,19,/Dataset/group22/processed/more_cpp_2/results/p03017_s057865774.opcstats,train
309,02888,040853903,47,/Dataset/group22/processed/more_cpp_2/results/p02888_s040853903.opcstats,train
310,02715,055622578,15,/Dataset/group22/processed/more_cpp_2/results/p02715_s055622578.opcstats,train
311,03919,027379815,16,/Dataset/group22/processed/more_cpp_2/results/p03919_s027379815.opcstats,train
312,03320,004501870,54,/Dataset/group22/processed/more_cpp_2/results/p03320_s004501870.opcstats,train
313,03386,035065381,26,/Dataset/group22/processed/more_cpp_2/results/p03386_s035065381.opcstats,train
314,03970,056857183,16,/Dataset/group22/processed/more_cpp_2/results/p03970_s056857183.opcstats,train
315,03312,037492676,53,/Dataset/group22/processed/more_cpp_2/results/p03312_s037492676.opcstats,train
316,03416,034064987,35,/Dataset/group22/processed/more_cpp_2/results/p03416_s034064987.opcstats,eval
317,02608,041792246,13,/Dataset/group22/processed/more_cpp_2/results/p02608_s041792246.opcstats,train
318,03465,024784216,14,/Dataset/group22/processed/more_cpp_2/results/p03465_s024784216.opcstats,eval
319,02982,025026061,25,/Dataset/group22/processed/more_cpp_2/results/p02982_s025026061.opcstats,eval
320,02370,049853288,46,/Dataset/group22/processed/more_cpp_2/results/p02370_s049853288.opcstats,train
321,03296,038327050,18,/Dataset/group22/processed/more_cpp_2/results/p03296_s038327050.opcstats,train
322,02933,014112719,19,/Dataset/group22/processed/more_cpp_2/results/p02933_s014112719.opcstats,train
323,02817,041095525,30,/Dataset/group22/processed/more_cpp_2/results/p02817_s041095525.opcstats,train
324,03672,001489865,22,/Dataset/group22/processed/more_cpp_2/results/p03672_s001489865.opcstats,train
325,03203,041654385,41,/Dataset/group22/processed/more_cpp_2/results/p03203_s041654385.opcstats,train
326,00002,001523812,22,/Dataset/group22/processed/more_cpp_2/results/p00002_s001523812.opcstats,train
327,02708,024000484,11,/Dataset/group22/processed/more_cpp_2/results/p02708_s024000484.opcstats,train
328,02235,020743380,61,/Dataset/group22/processed/more_cpp_2/results/p02235_s020743380.opcstats,eval
329,02658,020329957,14,/Dataset/group22/processed/more_cpp_2/results/p02658_s020329957.opcstats,train
330,03765,034676059,54,/Dataset/group22/processed/more_cpp_2/results/p03765_s034676059.opcstats,eval
331,03624,011451879,33,/Dataset/group22/processed/more_cpp_2/results/p03624_s011451879.opcstats,train
332,02402,027498617,41,/Dataset/group22/processed/more_cpp_2/results/p02402_s027498617.opcstats,test
333,02383,015263456,25,/Dataset/group22/processed/more_cpp_2/results/p02383_s015263456.opcstats,train
334,03330,003836846,14,/Dataset/group22/processed/more_cpp_2/results/p03330_s003836846.opcstats,train
335,03449,028403239,15,/Dataset/group22/processed/more_cpp_2/results/p03449_s028403239.opcstats,train
336,03525,043368794,19,/Dataset/group22/processed/more_cpp_2/results/p03525_s043368794.opcstats,test
337,02726,072875756,12,/Dataset/group22/processed/more_cpp_2/results/p02726_s072875756.opcstats,test
338,03688,050882807,48,/Dataset/group22/processed/more_cpp_2/results/p03688_s050882807.opcstats,train
339,04050,041307391,14,/Dataset/group22/processed/more_cpp_2/results/p04050_s041307391.opcstats,train
340,03313,052601545,11,/Dataset/group22/processed/more_cpp_2/results/p03313_s052601545.opcstats,test
341,02287,021677265,14,/Dataset/group22/processed/more_cpp_2/results/p02287_s021677265.opcstats,eval
342,03503,021553660,13,/Dataset/group22/processed/more_cpp_2/results/p03503_s021553660.opcstats,train
343,03062,040283523,26,/Dataset/group22/processed/more_cpp_2/results/p03062_s040283523.opcstats,test
344,02919,037371626,14,/Dataset/group22/processed/more_cpp_2/results/p02919_s037371626.opcstats,train
345,02796,034771376,44,/Dataset/group22/processed/more_cpp_2/results/p02796_s034771376.opcstats,train
346,02709,007145887,43,/Dataset/group22/processed/more_cpp_2/results/p02709_s007145887.opcstats,test
347,02990,002278884,12,/Dataset/group22/processed/more_cpp_2/results/p02990_s002278884.opcstats,eval
348,02781,039386430,12,/Dataset/group22/processed/more_cpp_2/results/p02781_s039386430.opcstats,train
349,02996,007662737,44,/Dataset/group22/processed/more_cpp_2/results/p02996_s007662737.opcstats,train
350,02708,072883564,15,/Dataset/group22/processed/more_cpp_2/results/p02708_s072883564.opcstats,train
351,03295,047204432,40,/Dataset/group22/processed/more_cpp_2/results/p03295_s047204432.opcstats,test
352,03438,019990896,13,/Dataset/group22/processed/more_cpp_2/results/p03438_s019990896.opcstats,train
353,03151,015652419,47,/Dataset/group22/processed/more_cpp_2/results/p03151_s015652419.opcstats,train
354,03570,027135388,15,/Dataset/group22/processed/more_cpp_2/results/p03570_s027135388.opcstats,train
355,03054,006824291,34,/Dataset/group22/processed/more_cpp_2/results/p03054_s006824291.opcstats,train
356,03224,064412983,21,/Dataset/group22/processed/more_cpp_2/results/p03224_s064412983.opcstats,eval
357,02914,032264918,12,/Dataset/group22/processed/more_cpp_2/results/p02914_s032264918.opcstats,test
358,03731,025642100,12,/Dataset/group22/processed/more_cpp_2/results/p03731_s025642100.opcstats,train
359,03399,031845410,24,/Dataset/group22/processed/more_cpp_2/results/p03399_s031845410.opcstats,train
360,02659,035121375,11,/Dataset/group22/processed/more_cpp_2/results/p02659_s035121375.opcstats,train
361,03292,045010970,49,/Dataset/group22/processed/more_cpp_2/results/p03292_s045010970.opcstats,train
362,03607,049428080,33,/Dataset/group22/processed/more_cpp_2/results/p03607_s049428080.opcstats,train
363,03309,056993882,64,/Dataset/group22/processed/more_cpp_2/results/p03309_s056993882.opcstats,eval
364,03018,039170315,33,/Dataset/group22/processed/more_cpp_2/results/p03018_s039170315.opcstats,train
365,03449,014979578,23,/Dataset/group22/processed/more_cpp_2/results/p03449_s014979578.opcstats,train
366,02261,031844463,26,/Dataset/group22/processed/more_cpp_2/results/p02261_s031844463.opcstats,train
367,03294,005840710,43,/Dataset/group22/processed/more_cpp_2/results/p03294_s005840710.opcstats,test
368,03791,030313367,13,/Dataset/group22/processed/more_cpp_2/results/p03791_s030313367.opcstats,train
369,03465,033486659,21,/Dataset/group22/processed/more_cpp_2/results/p03465_s033486659.opcstats,eval
370,03850,000935793,17,/Dataset/group22/processed/more_cpp_2/results/p03850_s000935793.opcstats,train
371,03800,053540860,11,/Dataset/group22/processed/more_cpp_2/results/p03800_s053540860.opcstats,train
372,02647,034999852,19,/Dataset/group22/processed/more_cpp_2/results/p02647_s034999852.opcstats,train
373,02580,017720935,36,/Dataset/group22/processed/more_cpp_2/results/p02580_s017720935.opcstats,train
374,02813,061743336,44,/Dataset/group22/processed/more_cpp_2/results/p02813_s061743336.opcstats,test
375,02628,013955832,40,/Dataset/group22/processed/more_cpp_2/results/p02628_s013955832.opcstats,train
376,02318,030812156,11,/Dataset/group22/processed/more_cpp_2/results/p02318_s030812156.opcstats,test
377,02917,020058993,13,/Dataset/group22/processed/more_cpp_2/results/p02917_s020058993.opcstats,eval
378,02732,016475041,12,/Dataset/group22/processed/more_cpp_2/results/p02732_s016475041.opcstats,test
379,03476,043132349,12,/Dataset/group22/processed/more_cpp_2/results/p03476_s043132349.opcstats,train
380,03574,037224378,15,/Dataset/group22/processed/more_cpp_2/results/p03574_s037224378.opcstats,train
381,00718,021321939,32,/Dataset/group22/processed/more_cpp_2/results/p00718_s021321939.opcstats,train
382,02346,083023530,13,/Dataset/group22/processed/more_cpp_2/results/p02346_s083023530.opcstats,eval
383,03490,001865267,30,/Dataset/group22/processed/more_cpp_2/results/p03490_s001865267.opcstats,train
384,03943,062978965,40,/Dataset/group22/processed/more_cpp_2/results/p03943_s062978965.opcstats,train
385,03853,016453389,15,/Dataset/group22/processed/more_cpp_2/results/p03853_s016453389.opcstats,eval
386,02898,042352799,13,/Dataset/group22/processed/more_cpp_2/results/p02898_s042352799.opcstats,train
387,02658,033333889,13,/Dataset/group22/processed/more_cpp_2/results/p02658_s033333889.opcstats,train
388,02792,048272469,12,/Dataset/group22/processed/more_cpp_2/results/p02792_s048272469.opcstats,eval
389,03567,037088352,22,/Dataset/group22/processed/more_cpp_2/results/p03567_s037088352.opcstats,train
390,03343,049287952,26,/Dataset/group22/processed/more_cpp_2/results/p03343_s049287952.opcstats,eval
391,03747,041416623,35,/Dataset/group22/processed/more_cpp_2/results/p03747_s041416623.opcstats,train
392,03137,007959779,37,/Dataset/group22/processed/more_cpp_2/results/p03137_s007959779.opcstats,train
393,02583,033066024,48,/Dataset/group22/processed/more_cpp_2/results/p02583_s033066024.opcstats,eval
394,03645,018127444,23,/Dataset/group22/processed/more_cpp_2/results/p03645_s018127444.opcstats,train
395,02382,057765953,18,/Dataset/group22/processed/more_cpp_2/results/p02382_s057765953.opcstats,train
396,03216,043489030,28,/Dataset/group22/processed/more_cpp_2/results/p03216_s043489030.opcstats,train
397,03386,034775513,17,/Dataset/group22/processed/more_cpp_2/results/p03386_s034775513.opcstats,train
398,03713,017184592,42,/Dataset/group22/processed/more_cpp_2/results/p03713_s017184592.opcstats,eval
399,02263,012111502,38,/Dataset/group22/processed/more_cpp_2/results/p02263_s012111502.opcstats,train
400,02420,035358246,23,/Dataset/group22/processed/more_cpp_2/results/p02420_s035358246.opcstats,train
401,03425,046230214,37,/Dataset/group22/processed/more_cpp_2/results/p03425_s046230214.opcstats,train
402,03345,043406276,15,/Dataset/group22/processed/more_cpp_2/results/p03345_s043406276.opcstats,test
403,03695,021707238,22,/Dataset/group22/processed/more_cpp_2/results/p03695_s021707238.opcstats,train
404,03147,033231142,25,/Dataset/group22/processed/more_cpp_2/results/p03147_s033231142.opcstats,train
405,02973,005477582,39,/Dataset/group22/processed/more_cpp_2/results/p02973_s005477582.opcstats,test
406,02719,051587854,12,/Dataset/group22/processed/more_cpp_2/results/p02719_s051587854.opcstats,train
407,00029,014620217,14,/Dataset/group22/processed/more_cpp_2/results/p00029_s014620217.opcstats,train
408,03176,004690148,64,/Dataset/group22/processed/more_cpp_2/results/p03176_s004690148.opcstats,eval
409,02263,052372321,27,/Dataset/group22/processed/more_cpp_2/results/p02263_s052372321.opcstats,train
410,02756,004009195,27,/Dataset/group22/processed/more_cpp_2/results/p02756_s004009195.opcstats,test
411,02948,054608825,49,/Dataset/group22/processed/more_cpp_2/results/p02948_s054608825.opcstats,eval
412,03006,071822549,15,/Dataset/group22/processed/more_cpp_2/results/p03006_s071822549.opcstats,train
413,03472,004882311,22,/Dataset/group22/processed/more_cpp_2/results/p03472_s004882311.opcstats,train
414,03346,032857895,13,/Dataset/group22/processed/more_cpp_2/results/p03346_s032857895.opcstats,test
415,03412,046117299,51,/Dataset/group22/processed/more_cpp_2/results/p03412_s046117299.opcstats,train
416,03079,052859148,32,/Dataset/group22/processed/more_cpp_2/results/p03079_s052859148.opcstats,eval
417,03261,066451966,37,/Dataset/group22/processed/more_cpp_2/results/p03261_s066451966.opcstats,test
418,03338,037986175,33,/Dataset/group22/processed/more_cpp_2/results/p03338_s037986175.opcstats,test
419,03160,042034234,22,/Dataset/group22/processed/more_cpp_2/results/p03160_s042034234.opcstats,train
420,03839,004398483,31,/Dataset/group22/processed/more_cpp_2/results/p03839_s004398483.opcstats,train
421,03439,004249020,30,/Dataset/group22/processed/more_cpp_2/results/p03439_s004249020.opcstats,train
422,00754,065063662,37,/Dataset/group22/processed/more_cpp_2/results/p00754_s065063662.opcstats,train
423,04044,001990804,78,/Dataset/group22/processed/more_cpp_2/results/p04044_s001990804.opcstats,train
424,03801,002042789,52,/Dataset/group22/processed/more_cpp_2/results/p03801_s002042789.opcstats,train
425,03490,012994912,32,/Dataset/group22/processed/more_cpp_2/results/p03490_s012994912.opcstats,train
426,02747,015649501,14,/Dataset/group22/processed/more_cpp_2/results/p02747_s015649501.opcstats,train
427,03179,020150717,11,/Dataset/group22/processed/more_cpp_2/results/p03179_s020150717.opcstats,train
428,03810,033572358,11,/Dataset/group22/processed/more_cpp_2/results/p03810_s033572358.opcstats,train
429,03089,004038260,40,/Dataset/group22/processed/more_cpp_2/results/p03089_s004038260.opcstats,train
430,03768,016111948,21,/Dataset/group22/processed/more_cpp_2/results/p03768_s016111948.opcstats,train
431,03256,057415147,75,/Dataset/group22/processed/more_cpp_2/results/p03256_s057415147.opcstats,eval
432,03714,033362794,36,/Dataset/group22/processed/more_cpp_2/results/p03714_s033362794.opcstats,train
433,02238,027084168,73,/Dataset/group22/processed/more_cpp_2/results/p02238_s027084168.opcstats,train
434,03333,007604790,50,/Dataset/group22/processed/more_cpp_2/results/p03333_s007604790.opcstats,train
435,03281,021532287,12,/Dataset/group22/processed/more_cpp_2/results/p03281_s021532287.opcstats,train
436,02757,012759011,46,/Dataset/group22/processed/more_cpp_2/results/p02757_s012759011.opcstats,train
437,03673,051290509,54,/Dataset/group22/processed/more_cpp_2/results/p03673_s051290509.opcstats,test
438,03634,024097682,37,/Dataset/group22/processed/more_cpp_2/results/p03634_s024097682.opcstats,train
439,03626,029927256,12,/Dataset/group22/processed/more_cpp_2/results/p03626_s029927256.opcstats,test
440,03239,062834152,15,/Dataset/group22/processed/more_cpp_2/results/p03239_s062834152.opcstats,train
441,03130,017471348,34,/Dataset/group22/processed/more_cpp_2/results/p03130_s017471348.opcstats,train
442,03212,015246551,72,/Dataset/group22/processed/more_cpp_2/results/p03212_s015246551.opcstats,train
443,03053,040088956,34,/Dataset/group22/processed/more_cpp_2/results/p03053_s040088956.opcstats,eval
